id	molecularFormula	adduct	precursorFormula	NPC.pathway	NPC.pathway.Probability	NPC.superclass	NPC.superclass.Probability	NPC.class	NPC.class.Probability	ClassyFire.most.specific.class	ClassyFire.most.specific.class.Probability	ClassyFire.level.5	ClassyFire.level.5.Probability	ClassyFire.subclass	ClassyFire.subclass.Probability	ClassyFire.class	ClassyFire.class.Probability	ClassyFire.superclass	ClassyFire.superclass.probability	ClassyFire.all.classifications	compoundID
35_Hneg_rhizo_FT_115.07583_1.412_hneg	C6H12O2	[M - H]-	C6H12O2	Fatty acids	0.729986787	Fatty Acids and Conjugates	0.814441025	Branched fatty acids	0.678694546	Methyl-branched fatty acids	0.893093765	Branched fatty acids	0.881689548	Fatty acids and conjugates	0.925847113	Fatty Acyls	0.859134555	Lipids and lipid-like molecules	0.836846113	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_115.07583_1.412_hneg
36_Hneg_rhizo_FT_193.03483_4.371_hneg	C6H10O7	[M - H]-	C6H10O7	Carbohydrates	0.718221962	Saccharides	0.855507791	Monosaccharides	0.78918165	Medium-chain hydroxy acids and derivatives	0.951693177			Medium-chain hydroxy acids and derivatives	0.951693177	Hydroxy acids and derivatives	0.910568535	Organic acids and derivatives	0.998448372	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_193.03483_4.371_hneg
37_Hneg_rhizo_FT_473.28219_0.7_hneg	C23H38N8OS	[M - H]-	C23H38N8OS	Alkaloids	0.653616786	Tryptophan alkaloids	0.375383109	Carboline alkaloids	0.10932871	Aminopyrimidines and derivatives	0.503837824	Aminopyrimidines and derivatives	0.503837824	Pyrimidines and pyrimidine derivatives	0.500830114	Diazines	0.477936089	Organoheterocyclic compounds	0.99881053	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Piperazines; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Trialkylamines; Diazinanes; Benzenoids; Amines; Tertiary amines; N-alkylpiperazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_473.28219_0.7_hneg
38_Hneg_rhizo_FT_133.04993_4.378_hneg	C5H10O4	[M - H]-	C5H10O4	Carbohydrates	0.816224635	Saccharides	0.931950867	Monosaccharides	0.831809819	Monosaccharides	0.876047432	Monosaccharides	0.876047432	Carbohydrates and carbohydrate conjugates	0.89865613	Organooxygen compounds	0.999989867	Organic oxygen compounds	0.999963999	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_133.04993_4.378_hneg
39_Hneg_rhizo_FT_103.03953_4.601_hneg	C4H8O3	[M - H]-	C4H8O3	Fatty acids	0.717177331	Fatty Acids and Conjugates	0.849435925	Hydroxy fatty acids	0.954631984	Short-chain hydroxy acids and derivatives	0.722795904			Short-chain hydroxy acids and derivatives	0.722795904	Hydroxy acids and derivatives	0.84790355	Organic acids and derivatives	0.980833292	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_103.03953_4.601_hneg
40_Hneg_rhizo_FT_176.05575_6.276_hneg	C6H11NO5	[M - H]-	C6H11NO5	Amino acids and Peptides	0.809940875	Small peptides	0.902381718	Aminoacids	0.842656374	Alpha amino acids	0.940060139	Amino acids and derivatives	0.995900333	"Amino acids, peptides, and analogues"	0.995988429	Carboxylic acids and derivatives	0.993478298	Organic acids and derivatives	0.998136401	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Alpha amino acids; Amines; Tertiary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_176.05575_6.276_hneg
41_Hneg_rhizo_FT_421.0649_6.983_hneg	C12H22O14S	[M - H]-	C12H22O14S	Carbohydrates	0.542474806	Saccharides	0.551528871	Glucosinolates	0.781433403	Hexoses	0.673789084	Monosaccharides	0.782479644	Carbohydrates and carbohydrate conjugates	0.998836458	Organooxygen compounds	0.999015927	Organic oxygen compounds	0.999992847	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Thioacetals; Hexoses; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; O-glycosyl compounds; Polyols; Sulfenyl compounds; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_421.0649_6.983_hneg
42_Hneg_rhizo_FT_117.05509_3.583_hneg	C5H10O3	[M - H]-	C5H10O3	Fatty acids	0.718695283	Fatty Acids and Conjugates	0.714149475	Hydroxy fatty acids	0.707018673	Short-chain hydroxy acids and derivatives	0.554971635			Short-chain hydroxy acids and derivatives	0.554971635	Hydroxy acids and derivatives	0.598625004	Organic acids and derivatives	0.407322109	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Short-chain aldehydes; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_117.05509_3.583_hneg
43_Hneg_rhizo_FT_147.01137_1.358_hneg	C5H8O3S	[M - H]-	C5H8O3S	Fatty acids	0.788128078	Fatty Acids and Conjugates	0.923254371	Thia fatty acids	0.8875705	Alpha hydroxy acids and derivatives	0.756844461			Alpha hydroxy acids and derivatives	0.756844461	Hydroxy acids and derivatives	0.715295374	Organic acids and derivatives	0.999595106	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Keto acids and derivatives; Hydroxy acids and derivatives; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Alpha hydroxy acids and derivatives; Short-chain keto acids and derivatives; Thia fatty acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Alpha-hydroxy ketones; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_147.01137_1.358_hneg
44_Hneg_rhizo_FT_177.03977_4.581_hneg	C6H10O6	[M - H]-	C6H10O6	Carbohydrates	0.807827473	Saccharides	0.892264903	Monosaccharides	0.795981288	Monosaccharides	0.904397488	Monosaccharides	0.904397488	Carbohydrates and carbohydrate conjugates	0.892160058	Organooxygen compounds	0.999968529	Organic oxygen compounds	0.999898434	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_177.03977_4.581_hneg
46_Hneg_rhizo_FT_145.01348_6.849_hneg	C5H6O5	[M - H]-	C5H6O5	Fatty acids	0.584525824	Fatty Acids and Conjugates	0.7035321	Dicarboxylic acids	0.685955107	Dicarboxylic acids and derivatives	0.696189463			Dicarboxylic acids and derivatives	0.696189463	Carboxylic acids and derivatives	0.999907017	Organic acids and derivatives	0.999990344	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_145.01348_6.849_hneg
47_Hneg_rhizo_FT_166.96481_6.767_hneg	C3H4O6S	[M - H]-	C3H4O6S	Fatty acids	0.271024972	Fatty Acids and Conjugates	0.139558673	Dicarboxylic acids	0.313592911	Organic sulfuric acids and derivatives	0.734279871					Organic sulfuric acids and derivatives	0.734279871	Organic acids and derivatives	0.999841332	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfonyls; Organosulfonic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	FT_166.96481_6.767_hneg
48_Hneg_rhizo_FT_177.0398_4.42_hneg	C6H10O6	[M - H]-	C6H10O6	Carbohydrates	0.788245797	Saccharides	0.891222835	Monosaccharides	0.802571714	Hexoses	0.554049432	Monosaccharides	0.964476109	Carbohydrates and carbohydrate conjugates	0.933892071	Organooxygen compounds	0.999999046	Organic oxygen compounds	0.999994755	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_177.0398_4.42_hneg
49_Hneg_rhizo_FT_158.08145_5.788_hneg	C7H13NO3	[M - H]-	C7H13NO3	Fatty acids	0.623999834	Small peptides	0.564073801	Aminoacids	0.555724621	Alpha amino acids	0.509126067	Amino acids and derivatives	0.804299772	"Amino acids, peptides, and analogues"	0.807297111	Carboxylic acids and derivatives	0.982386351	Organic acids and derivatives	0.9810853	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_158.08145_5.788_hneg
50_Hneg_rhizo_FT_158.08143_5.537_hneg	C7H13NO3	[M - H]-	C7H13NO3	Fatty acids	0.623999834	Small peptides	0.564073801	Aminoacids	0.555724621	Alpha amino acids	0.509126067	Amino acids and derivatives	0.804299772	"Amino acids, peptides, and analogues"	0.807297111	Carboxylic acids and derivatives	0.982386351	Organic acids and derivatives	0.9810853	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_158.08143_5.537_hneg
51_Hneg_rhizo_FT_158.08141_5.308_hneg	C7H13NO3	[M - H]-	C7H13NO3	Fatty acids	0.624006391	Small peptides	0.564084768	Aminoacids	0.555724859	Alpha amino acids	0.509134054	Amino acids and derivatives	0.804306448	"Amino acids, peptides, and analogues"	0.807303369	Carboxylic acids and derivatives	0.982390285	Organic acids and derivatives	0.981091619	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_158.08141_5.308_hneg
52_Hneg_rhizo_FT_158.0814_5.532_hneg	C7H13NO3	[M - H]-	C7H13NO3	Fatty acids	0.623999834	Small peptides	0.564073801	Aminoacids	0.555724621	Alpha amino acids	0.509126067	Amino acids and derivatives	0.804299772	"Amino acids, peptides, and analogues"	0.807297111	Carboxylic acids and derivatives	0.982386351	Organic acids and derivatives	0.9810853	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_158.0814_5.532_hneg
53_Hneg_rhizo_FT_158.08145_5.808_hneg	C7H13NO3	[M - H]-	C7H13NO3	Fatty acids	0.623999834	Small peptides	0.564073801	Aminoacids	0.555724621	Alpha amino acids	0.509126067	Amino acids and derivatives	0.804299772	"Amino acids, peptides, and analogues"	0.807297111	Carboxylic acids and derivatives	0.982386351	Organic acids and derivatives	0.9810853	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_158.08145_5.808_hneg
54_Hneg_rhizo_FT_163.00628_4.321_hneg	C5H8O4S	[M - H]-	C5H8O4S	Fatty acids	0.541459501	Fatty Acids and Conjugates	0.673841476	Thia fatty acids	0.531547964	Short-chain hydroxy acids and derivatives	0.598404109			Short-chain hydroxy acids and derivatives	0.598404109	Hydroxy acids and derivatives	0.63576591	Organic acids and derivatives	0.983456314	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Thia fatty acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_163.00628_4.321_hneg
57_Hneg_rhizo_FT_170.99617_1.487_hneg	C3H8O6S	[M - H]-	C3H8O6S	Carbohydrates	0.632311761	Saccharides	0.753837526	Monosaccharides	0.705235362	Carbohydrates and carbohydrate conjugates	0.512405455			Carbohydrates and carbohydrate conjugates	0.512405455	Organooxygen compounds	0.999917984	Organic oxygen compounds	1	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Secondary alcohols; Polyols; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_170.99617_1.487_hneg
